_id,名称,产国,大类,类型
481,XB-70瓦尔基里轰炸机,美国,飞行器,轰炸机
482,B-1枪骑兵轰炸机,美国,飞行器,轰炸机
483,T-1A“苍鹰”,美国,飞行器,教练机
484,N-9教练机,美国,飞行器,教练机
485,40F双座水上教练机,美国,飞行器,教练机
486,教练-8/K-8“喀喇昆仑山”,中国,飞行器,教练机
487,比奇T-34“导师”教练机,美国,飞行器,教练机
488,T-34C“涡轮导师”,美国,飞行器,教练机
489,“F飞船”,美国,飞行器,教练机
490,波音C型,美国,飞行器,教练机
491,PT/NS“西点军校生”双翼教练机,美国,飞行器,教练机
492,比奇T-42“科奇斯”,美国,飞行器,教练机
493,39-A双翼飞机,美国,飞行器,教练机
494,A-1“推进者”,美国,飞行器,教练机
495,SOKO G-4“超海鸥” 喷气式武装教练机,波黑,飞行器,教练机
496,北美T-28 “特洛伊人/游牧民”,美国,飞行器,教练机
497,NB-1双座双翼初级教练机,美国,飞行器,教练机
498,T2V/T-1“海星”,美国,飞行器,教练机
499,T67 “萤火虫”基础教练机,英国,飞行器,教练机
500,T-45“苍鹰”中级/高级喷气教练机,美国,飞行器,教练机
501,雅克-130 高级教练机,意大利,飞行器,教练机
502,初教-6A基础教练机,中国,飞行器,教练机
503,JN-4“詹尼”,美国,飞行器,教练机
504,T-33/TV-2 ,美国,飞行器,教练机
505,EMB-312 “巨嘴鸟”教练机,巴西,飞行器,教练机
506,米格-AT 高级教练机,苏/俄,飞行器,教练机
507,PQ-14/TD2C-1,美国,飞行器,教练机
508,T-2“橡树” 教练机,美国,飞行器,教练机
509,T-6A“德克萨斯人II”,美国,飞行器,教练机
510,A-8/PQ-8/TOC-2,美国,飞行器,教练机
511,T-38“禽爪” 高级教练机,美国,飞行器,教练机
512,T-47/UC-35“奖状”,美国,飞行器,教练机
513,BC/AT-6/SNJ“德克萨斯人”,美国,飞行器,教练机
514,AT-9,美国,飞行器,教练机
515,T-41“梅斯卡勒罗人”,美国,飞行器,教练机
516,T-39 “佩刀客”,美国,飞行器,教练机
517,AT-21“机枪手”,美国,飞行器,教练机
518,AT-8/17/UC-78“短尾猫”,美国,飞行器,教练机
519,VE-7/9教练机,美国,飞行器,教练机
520,T/CT-43和T-40“快船”,美国,飞行器,教练机
521,BT-13/15和SNV-1/2“勇士”,美国,飞行器,教练机
522,P2M/P3M,美国,飞行器,教练机
523,NP,美国,飞行器,教练机
524,T-37“鸣叫”和A/QA-37“龙蝇” ,美国,飞行器,教练机
525,PT-16/20/21/22和NR-1“补充兵”,美国,飞行器,教练机
526,BT-9/14和NJ-1,美国,飞行器,教练机
527,沃多霍迪L-39/L-139/L-59/L-159高级喷气教练机和轻型攻击机,捷克,飞行器,教练机
528,海军飞机制造厂N3N ,美国,飞行器,教练机
529,PT-19/23/26“康奈尔”,美国,飞行器,教练机
530,N2T“导师”,美国,飞行器,教练机
531,歼教-7型,中国,飞行器,教练机
532,Q-5J强击教练机,中国,飞行器,教练机
533,歼教1教练机,中国,飞行器,教练机
534,歼教-2,中国,飞行器,教练机
535,轰教5教练机,中国,飞行器,教练机
536,初教-6,中国,飞行器,教练机
537,轰运教7,中国,飞行器,教练机
538,教-8（K-8）教练机,中国,飞行器,教练机
539,歼教5,中国,飞行器,教练机
540,教练-11（K-8）,中国,飞行器,教练机
541,初教-5,中国,飞行器,教练机
542,运教5,中国,飞行器,教练机
543,萨博105(Sk 60)基础/高级喷气教练机/轻型攻击机和侦察机,瑞典,飞行器,教练机
544,PC-9“高级涡轮教练”涡轮螺旋桨高级教练机,瑞士,飞行器,教练机
545,TB-30 Epsilon基础教练机,法国,飞行器,教练机
546,T-6“德克萨斯人”Ⅱ高级涡轮螺旋桨教练机,美国,飞行器,教练机
547,PC-21涡轮螺旋桨高级教练机,瑞士,飞行器,教练机
548,CN-235M 运输机/海上巡逻机MPA,西班牙,飞行器,教练机
549,Piper PA-44“塞米诺”双发活塞式轻型飞机,美国,飞行器,教练机
550,“鹰”50/60/100高级喷气教练机,英国,飞行器,教练机
551,JL9“山鹰”教练机,中国,飞行器,教练机
552,CT4“空中教练”基础教练机,新西兰,飞行器,教练机
553,PC-7“涡轮教练”基础教练机,瑞士,飞行器,教练机
554,L15“猎鹰”,中国,飞行器,教练机
555,“阿尔法喷气”高级教练机/近距离空中支援飞机,法国,飞行器,教练机
556,HJT-16“光线”基础/高级喷气教练机,印度,飞行器,教练机
557,川崎T-4中级喷气教练机,日本,飞行器,教练机
558,“斗牛犬”120初级教练机,英国,飞行器,教练机
559,T-50（TA-50）“金鹰”高级喷气教练机/轻型攻击机,韩国,飞行器,教练机
560,C-101“航空喷气”基础/高级教练机/攻击机,西班牙,飞行器,教练机
561,HJT-36“星”基础喷气教练机,印度,飞行器,教练机
562,KT-1“雄蜂”(韩国) 基础/高级教练机/攻击机,韩国,飞行器,教练机
563,M-311AleniaAermacchi 基础喷气教练机,意大利,飞行器,教练机
564,T-37 “鸣鸟”基础/高级教练机/攻击机,美国,飞行器,教练机
565,T-35“魔鬼”基础教练机,智利,飞行器,教练机
566,IA 63/AT-63“潘帕人”基础/高级喷气教练机,阿根廷,飞行器,教练机
567,洛克希德AT/T-33（CT-133“银星”）基础/高级喷气教练机,美国,飞行器,教练机
568,MB-326高级教练机,意大利,飞行器,教练机
569,MB-339高级教练机/轻型攻击机,意大利,飞行器,教练机
570,T-1教练机,日本,飞行器,教练机
571,MAKO教练机,德国,飞行器,教练机
572,三菱T-2高级喷气教练机,日本,飞行器,教练机
573,BAC(BAE)167“攻击霸主”高级喷气教练机,英国,飞行器,教练机
574,沃多霍迪L-29“海豚”基础/高级喷气教练机,捷克,飞行器,教练机
575,马基（阿莱尼亚)MB-346高级喷气教练机,意大利,飞行器,教练机
576,IAR-99“鹰”高级喷气教练机/轻型攻击机,罗马尼亚,飞行器,教练机
577,马基（SIAI-马歇蒂）SF.260特技飞行与武器教练机,意大利,飞行器,教练机
578,萨博MFI-17/支持者轻型教练机/观测飞机,瑞典,飞行器,教练机
579,雅克-53特技教练机,苏/俄,飞行器,教练机
580,雅克-50特技级飞机,苏/俄,飞行器,教练机
581,S-312巨嘴鸟(Tucano)教练机,英国,飞行器,教练机
582,雅克-52初级教练机,苏/俄,飞行器,教练机
583,UT-1教练机,苏/俄,飞行器,教练机
584,CM-170轻型教练/攻击机,法国,飞行器,教练机
585,鹰(HAWK)式教练机  ,英国,飞行器,教练机
586,雅克-30 截击机,苏/俄,飞行器,教练机
587,雅克-32教练机,苏/俄,飞行器,教练机
588,“虎蛾”式教练机,英国,飞行器,教练机
589,UT-2教练机,苏/俄,飞行器,教练机
590,雅克-11中级教练机,苏/俄,飞行器,教练机
591,雅克-200教练机,苏/俄,飞行器,教练机
592,雅克-210教练机,苏/俄,飞行器,教练机
593,雅克-54教练机,苏/俄,飞行器,教练机
594,雅克-18教练机,苏/俄,飞行器,教练机
595,雅克-55教练机,苏/俄,飞行器,教练机
596,CM.170教师双座双发喷气教练机,法国,飞行器,教练机
597,E-6B“水星”TACAMOⅡ 通信中继飞机,美国,飞行器,预警机
598,C-295中程预警机,西班牙,飞行器,预警机
599,运-8J海上警戒机,中国,飞行器,预警机
600,E-2鹰眼预警机,美国,飞行器,预警机
601,空警200型早期预警机,中国,飞行器,预警机
602,ZDK-03型预警机,中国,飞行器,预警机
603,E-4/VC-25,美国,飞行器,预警机
604,A-50空中预警机,苏/俄,飞行器,预警机
605,空警一号,中国,飞行器,预警机
606,E-3“望楼”AWACS空中预警和控制飞机,美国,飞行器,预警机
607,Y8J空中警戒机,中国,飞行器,预警机
608,波音737 AEW＆C空中预警和控制飞机,美国,飞行器,预警机
609,IAI(波音)Phalcon 707预警飞机,智利,飞行器,预警机
610,楔尾预警机,美国,飞行器,预警机
611,ASP预警机,印度,飞行器,预警机
612,E-2C“鹰眼”(美国) 空中预警和控制飞机,美国,飞行器,预警机
613,G550预警机,以色列,飞行器,预警机
614,E-767 AWACS/KC-767加油机AWACS和加油机,美国,飞行器,预警机
615,瑞典爱立眼预警机,瑞典,飞行器,预警机
616,E-8“联合星”地面监视/作战管理飞机,美国,飞行器,预警机
617,费尔康707预警机,以色列,飞行器,预警机
618,BN-2 防御者小型双发预警机,英国,飞行器,预警机
619,EMB-145（R-99）监视飞机,巴西,飞行器,预警机
620,E-2D高级鹰眼,美国,飞行器,预警机
621,空警2000型预警指挥机,中国,飞行器,预警机
622,F-5L巡逻机,美国,飞行器,侦察机
623,P2V/P-2“海王星”,美国,飞行器,侦察机
624,U-21“犹他人”和T-44“飞马”,美国,飞行器,侦察机
625,U-2/TR-1 单座单发侦察机,美国,飞行器,侦察机
626,柏林纳-乔伊斯OJ-2侦察机,美国,飞行器,侦察机
627,OV-1“莫霍克”,美国,飞行器,侦察机
628,P4M“莫卡托”,美国,飞行器,侦察机
629,YC-43“旅行家”联络机,美国,飞行器,侦察机
630,SR-71侦察机,美国,飞行器,侦察机
631,埃隆卡O-58“蚱蜢”轻型观察机,美国,飞行器,侦察机
632,U/QU-22,美国,飞行器,侦察机
633,YO-3A侦察机,美国,飞行器,侦察机
634,O-2“超级空中霸主”,美国,飞行器,侦察机
635,O3U/SU“海盗”,美国,飞行器,侦察机
636,O-62/L-5/OY“哨兵”,美国,飞行器,侦察机
637,O2U“海盗”,美国,飞行器,侦察机
638,L-13,美国,飞行器,侦察机
639,OS2U“翠鸟”,美国,飞行器,侦察机
640,SC“海鹰”,美国,飞行器,侦察机
641,L-19/O-1“飞狗”,美国,飞行器,侦察机
642,O-49/L-1“警戒”观察机,美国,飞行器,侦察机
643,O-57/L-2“蚱蜢”,美国,飞行器,侦察机
644,L-27/U-3,美国,飞行器,侦察机
645,UC-81/AT-19“信赖”,美国,飞行器,侦察机
646,UO/FU双翼观察机,美国,飞行器,侦察机
647,“哨兵”R.1地面监视飞机,美国,飞行器,侦察机
648,延安二号,中国,飞行器,侦察机
649,O-47,美国,飞行器,侦察机
650,安-30,苏/俄,飞行器,侦察机
651,RC-135战略侦察机,美国,飞行器,侦察机
652,“信使”M-1/MAT,美国,飞行器,侦察机
653,洛克希德U-2S高空侦察机,美国,飞行器,侦察机
654,L-4“蚱蜢”观察机,美国,飞行器,侦察机
655,T3M/T4M,美国,飞行器,侦察机
656,C6N彩云舰上侦察机,日本,飞行器,侦察机
657,O-19,美国,飞行器,侦察机
658,Fw 189鸮鹰式侦察机,德国,飞行器,侦察机
659,E13A/0式水上侦察机,日本,飞行器,侦察机
660,Fi-156鹳式联络观测机,德国,飞行器,侦察机
661,九O式二号水上侦察机,日本,飞行器,侦察机
662,Ar 196水上侦察机,德国,飞行器,侦察机
663,C1M/10式舰上侦察机,日本,飞行器,侦察机
664,Fw 200兀鹰式侦察机,德国,飞行器,侦察机
665,Ki-70试作司令部侦察机,日本,飞行器,侦察机
666,E8N九五式水上侦察机,日本,飞行器,侦察机
667,ki-4/94式侦察机,日本,飞行器,侦察机
668,Do 24水上侦察机,德国,飞行器,侦察机
669,Ki-74试作远距离侦察爆撃机,日本,飞行器,侦察机
670,T-CH-1中兴号教练机,中国,飞行器,侦察机
671,F1M2/零式水上观测机,日本,飞行器,侦察机
672,Arado系列战机,德国,飞行器,侦察机
673,九二式侦察机,日本,飞行器,侦察机
674,ki-46/百式司令部侦察机,日本,飞行器,侦察机
675,八八式侦察机,日本,飞行器,侦察机
676,横厂式水上侦察机,日本,飞行器,侦察机
677,Vicker.Warwick救援机,英国,飞行器,侦察机
678,R2Y景云陆上侦察机,日本,飞行器,侦察机
679,E16A瑞云水上侦察机,日本,飞行器,侦察机
680,ki-15/97式司令部侦察机,日本,飞行器,侦察机
681,ki-36/98式直接协同侦察机,日本,飞行器,侦察机
682,雅克-27 全天候截击机,苏/俄,飞行器,侦察机
683,波-2/乌-2侦察机,苏/俄,飞行器,侦察机
684,JF/J2F“鸭子”,美国,飞行器,反潜机
685,S-3“维京”反潜机,美国,飞行器,反潜机
686,UF-1/2和U-16“信天翁”反潜机,美国,飞行器,反潜机
687,寇蒂斯HS系列,美国,飞行器,反潜机
688,SO3C“海鸥”,美国,飞行器,反潜机
689,朗宁OA/OL,美国,飞行器,反潜机
690,P-3“猎户座” 海上巡逻和反潜战飞机,美国,飞行器,反潜机
691,海军飞机制造厂PN ,美国,飞行器,反潜机
692,P-8“海神”反潜巡逻机,美国,飞行器,反潜机
693,AF-2“守护者”反潜机,美国,飞行器,反潜机
694,OA-14/J4F“野鸭”,美国,飞行器,反潜机
695,A-28／29／AT-18和PBO“郝德逊”海上巡逻轰炸机,美国,飞行器,反潜机
696,运8-X,中国,飞行器,反潜机
697,S-2T“跟踪者” 海上巡逻机＆反潜飞机,美国,飞行器,反潜机
698,伊尔-38“山楂花”海上巡逻机和反潜飞机,苏/俄,飞行器,反潜机
699,霍尔PH,美国,飞行器,反潜机
700,“猎迷”MR.2/MRA.4海上巡逻机和反潜机,英国,飞行器,反潜机
701,二式飞行艇 H8K,日本,飞行器,反潜机
702,“海獭”水上飞机 ,英国,飞行器,反潜机
703,“大西洋”1&2 (法国) 反潜机/海上巡逻机,法国,飞行器,反潜机
704,S-3B“北欧海盗”舰载反潜机,美国,飞行器,反潜机
705,ki-76/3式指挥连络机,日本,飞行器,反潜机
706,海军飞机制造厂TS,美国,飞行器,反潜机
707,Q1W东海反潜机,日本,飞行器,反潜机
708,XP-1海上巡逻机,日本,飞行器,反潜机
709,肖特S.25 桑德兰水上飞机巡逻轰炸机,英国,飞行器,反潜机
710,“海象”水上飞机,英国,飞行器,反潜机
711,EP-3E侦察机,美国,飞行器,电子战机
712,EA-6A/B“徘徊者”,美国,飞行器,电子战机
713,EA-18G“咆哮者”电子战机,美国,飞行器,电子战机
714,EF-111A渡鸦式电子战飞机,美国,飞行器,电子战机
715,图-154MD电子战飞机,中国,飞行器,电子战机
716,RQ/MQ-1“捕食者A” 无人驾驶飞行器,美国,飞行器,无人机
717,“蚊蚋-750” 无人驾驶飞行器,美国,飞行器,无人机
718,靶-6无人驾驶靶机,中国,飞行器,无人机
719,长虹-1,中国,飞行器,无人机
720,ASN-105,中国,飞行器,无人机
721,RQ-3“暗星” 无人驾驶飞行器,美国,飞行器,无人机
722,Sojka III侦察无人飞机,捷克,飞行器,无人机
723, RQ-8“火力侦察兵”,美国,飞行器,无人机
724,ASN-206无人机,中国,飞行器,无人机
725,I-蚊蚋-ER无人驾驶飞行器,美国,飞行器,无人机
726,RQ-4“全球鹰” 无人驾驶飞行器,美国,飞行器,无人机
727,RQ/MQ-9“捕食者B” 无人驾驶飞行器,美国,飞行器,无人机
728,“红隼” 无人机,法国,飞行器,无人机
729,INTA公司ALO,西班牙,飞行器,无人机
730,航空武器联合公司MKⅡ,巴基斯坦,飞行器,无人机
731,Mohadjer4侦察机 ,伊朗,飞行器,无人机
732,BAE10系统公司“不死鸟”,英国,飞行器,无人机
733,Ababli-s监视无人机,伊朗,飞行器,无人机
734,天翅高空无人侦察机,中国,飞行器,无人机
735,长空-1无人机,中国,飞行器,无人机
736,Pchela-T无人机,苏/俄,飞行器,无人机
737,Aerosky侦察机,以色列,飞行器,无人机
738,夜间入侵者,韩国,飞行器,无人机
739,AVE无人机,法国,飞行器,无人机
740,月神无人机,德国,飞行器,无人机
741,ADE公司“黎明”,印度,飞行器,无人机
742,“雷神”无人战斗机,英国,飞行器,无人机
743,利剑无人作战飞机,中国,飞行器,无人机
744,神经元（NEURON）无人战斗机 ,法国,飞行器,无人机
745,BZK-005高空大航程无人机,中国,飞行器,无人机
746,“鹞鹰”无人机,中国,飞行器,无人机
747,运-8E,中国,飞行器,无人机
748,翼龙无人机,中国,飞行器,无人机
749,U8E无人直升机,中国,飞行器,无人机
750,STN阿特拉斯公司KZO,德国,飞行器,无人机
751,绝影-8无人飞行器,中国,飞行器,无人机
752,X-47B无人机,美国,飞行器,无人机
753,扫描鹰（ScanEagle）无人机,美国,飞行器,无人机
754,别动队(Ranger)无人机,瑞士,飞行器,无人机
755,X-7试验机,美国,飞行器,无人机
756,SR-72高超音速无人侦察机 ,美国,飞行器,无人机
757,RQ-170“哨兵”无人机,美国,飞行器,无人机
758,TANAN 300无人直升机,德国,飞行器,无人机
759,ALH无人侦察机,英国,飞行器,无人机
760,搜索者侦察机,以色列,飞行器,无人机
761,哈比无人机,以色列,飞行器,无人机
762,X-33试验机,美国,飞行器,无人机
763,守望者（Watchkeeper）无人机,英国,飞行器,无人机
764,RQ-180无人隐形侦察机,美国,飞行器,无人机
765,微星（MicroSTAR）无人机,美国,飞行器,无人机
766,龙眼(Dragon Eye)无人机,美国,飞行器,无人机
767,RQ-11渡鸭无人机,美国,飞行器,无人机
768,Comcopter5.1近程直升机,奥地利,飞行器,无人机
769,D-21侦察机,美国,飞行器,无人机
770,A160T“蜂鸟”无人直升机,美国,飞行器,无人机
771,先锋RQ-2无人机,美国,飞行器,无人机
772,MQ-9无人机,美国,飞行器,无人机
773,BQM-34火蜂无人机,美国,飞行器,无人机
774,西卡德新概念微型无人机,美国,飞行器,无人机
775,锐鸢无人机,中国,飞行器,无人机
776,ASN-1轻型无人机,中国,飞行器,无人机
777,天神无人机,澳大利亚,飞行器,无人机
778,洛克希德C-69“星座”运输机,美国,飞行器,运输机
779,运-9运输机,中国,飞行器,运输机
780,洛克希德-马丁C-130J“大力神” 95座四发战术运输机,美国,飞行器,运输机
781,C-2“灰狗”运输机,美国,飞行器,运输机
782,AT-7/11/C-45和JRB/SNB单翼轻型运输机／教练机,美国,飞行器,运输机
783,TA-1单翼运输机,美国,飞行器,运输机
784,运-20,中国,飞行器,运输机
785,C/UC-12“休伦,美国,飞行器,运输机
786,C-130/KC-130/EC-130“大力神”运输机 ,美国,飞行器,运输机
787,AS565黑豹运输机,法国,飞行器,运输机
788,勃德RB-1“大篷车”单翼运输机,美国,飞行器,运输机
789,L-23“塞米诺尔”,美国,飞行器,运输机
790,C-133“货运霸王”,美国,飞行器,运输机
791,C-5“银河”,美国,飞行器,运输机
792,C-140“喷气星”,美国,飞行器,运输机
793,C-141“举重星” ,美国,飞行器,运输机
794,C-123“供应者”,美国,飞行器,运输机
795,C-11/20/37”湾流“,美国,飞行器,运输机
796,S2F/S-2“追踪者”,美国,飞行器,运输机
797,C-124“环球霸王”,美国,飞行器,运输机
798,C-69/C-121“星座“/”预警星”,美国,飞行器,运输机
799,C-21优先空运飞机／医疗救助飞机,美国,飞行器,运输机
800,C-82“邮船”和C-119/R4Q“飞行车厢”,美国,飞行器,运输机
801,TC/VC-4“湾流I”,美国,飞行器,运输机
802,JRM“火星”海上运输飞艇,美国,飞行器,运输机
803,C-47/R4D 运输机,美国,飞行器,运输机
